Refcode,metals,max_metal_coordination_n,metal_sbu_smile,linker_smile,n_sbu_point_of_extension,n_linker_point_of_extension,metal_cluster_smile,ligand_smile,n_channel,void_fraction,asa (A^2),av (A^3),pld (A),lcd (A),lfpd (A)
NUJREQ,Zn,6,[Zn](ON(=O)=O)ON(=O)=O,n1c2c(n(n1)Cn1ccnc1)cccc2,4,2,[Zn](ON(=O)=O)ON(=O)=O,n1c2c(n(n1)Cn1ccnc1)cccc2,0,0,0,0,0.81396,1.84896,1.57207
GEKJOY,Co,8,[Co]12(O[C]O1)O[C]O2,n1ccc(C2=CC=C[C]=C2)cc1,4,2,[Co],n1ccc(c2cc(ccc2)C(=O)[O])cc1,1,0.2876,878.92,889.705,6.70462,8.1644,8.1644
POLDIE,Cu,4,[Cu](O[C]=O)O[C]=O,[CH2]n1ncnc1,4,2,[Cu],[O]C(=O)Cn1ncnc1,0,0,0,0,0.88468,1.50951,1.50951
MILVAE,Mo,10,[Mo]1([O])(O[C])(O[C])O[C]O[Mo](O[C]=O)([O])(O[C]O1)(O[C]=O)[O].[O].[Na]O[C].O([C]O[Na])[Na].[O].[O].[O],[CH3],8,1,[Mo]([O])O[Na].[Na].[Na]O[Mo][O],[O]C(=O)C,0,0,0,0,0.90685,1.91447,1.91447
FICNEK01,Pb,10,[O][Na].[Pb]O[C]O[Na].[O][C]=O.[Na]O[C].O=[C].[Pb][O].[Pb](O[C]=O)O[C]=O.[O].[C]=O.[Na]O[C]O[Pb].O=[C].[O].[O][C]=O.[O].[C]=O.[O][C]=O,[CH2]N([CH2])[CH2],16,4,[Pb].[Na].[Pb].[Na].[Pb].[Na].[Pb].[Na],O=C([O])CN(CC(=O)[O])CC(=O)[O],0,0,0,0,1.20764,1.77338,1.77338
VIRYON,Sn,5,[Sn]O[C]O[Sn](CCCC)(CCCC)CCCC.[O][C]=O.[CH2]CCC.[CH][CH2].[H].[CH2][CH2].[H].[CH2]CCC,[CH2]SS[CH2],2,2,[Sn](CCCC)(CCCC)CCCC,O=C([O])CSSCC(=O)[O],1,0.2858,573.278,1092.49,9.07509,9.46625,9.46625
OHAGIP,Cu,6,[Cu]1234O[C]O[Cu]1(O[C]O2)(O[C]O3)O[C]O4,[C]1=C[C]=CC(=C1)OCc1ccncc1,6,3,[Cu][Cu],[O]C(=O)c1cc(cc(C(=O)[O])c1)OCc1ccncc1,1,0.136,1866.07,1616.89,4.16296,11.30166,11.30166
EGASIO,V,5,[V]([O])(O[C]=O)(O[C]=O)(O[C]=O)O[C]=O,[CH2][N@@]12CC[N@@](CC1)(CC2)[CH2],4,2,[V]=O,O=C(C[N@@]12CC[N@@](CC1)(CC2)CC(=O)[O])[O],1,0.078,380.069,187.407,3.48318,6.34183,6.34183
PASPUW,Mn,9,[Mn]12(O[C]O[Mn]345O[C]O[Mn]3(O[C]O4)(O[C]O5)O[C]O1)O[C]O[Mn]134([Mn](O[C]O1)(O[C]O3)(O[C]O4)O[C]O2)O[C]O[Cs].[Cs]O[C]=O,[C]1=CC=C(C=C1)S(=O)(=O)C1=CC=[C]C=C1,16,2,[Mn][Mn][Mn][Cs].[Mn][Mn][Cs],O=C([O])c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O],0,0,0,0,1.06755,2.83155,2.83155
BADFIY,Zn,4,[Zn](Br)Br,[N]1=C(c2ccncc2)N=C(c2ccncc2)[N]C=1c1ccncc1,2,3,[Zn](Br)Br,[N]1=C(c2ccncc2)N=C(c2ccncc2)[N]C=1c1ccncc1,1,0.4958,854.935,2436.84,15.82947,18.37862,18.37862
KAVGUK,Cu,4,[Cu]C#N,S1Cc2ccccc2OCCOc2ccccc2CSCCOCC1,4,2,[Cu]C#N,S1Cc2ccccc2OCCOc2ccccc2CSCCOCC1,0,0,0,0,1.1359,2.8502,2.8502
TEQPEL,U,12,[U](O[U](O[C]=O)([O])(O[C]=O)(O[C]=O)[O])[O].O([C]=O)[U](O[U][O])([O])[O].O.O.O.O,[C]1=N[C]=CC=C1,6,3,[U](O[U](=O)[O])[O].[U](O[U](=O)[O])[O].O.O.O.O,O=C(c1nc(ccc1)C(=O)[O])[O],0,0,0,0,0.87172,1.87375,1.86482
YELZEV,Ni,6,[Ni](ON(=O)=O)ON(=O)=O,n1ccc(c2c(c(c(c3ccncc3)cc2)OCCO)OCCO)cc1,4,2,[Ni](ON(=O)=O)ON(=O)=O,n1ccc(c2c(c(c(c3ccncc3)cc2)OCCO)OCCO)cc1,1,0.1136,753.387,458.175,6.11358,8.28871,8.2884
SOCDEV,Ag,2,[Ag],N1=C[N]c2ccccc12,2,2,[Ag],N1=C[N]c2ccccc12,1,0.1144,138.656,71.0484,5.62889,6.22669,6.22669
ELIJOZ,Ce,12,[C](=O)O[Ce]1(O[C]O[Ce](O[C]=O)(O[C]O1)O[C]=O)O[C]=O.O.O.O.O,[C]1=C[C]=CC(=C1)OC1=CC=[C]C=C1,6,3,[Ce][Ce].O.O.O.O,C(=O)(c1cc(cc(c1)Oc1ccc(C(=O)[O])cc1)C(=O)[O])[O],0,0,0,0,3.57052,5.05811,5.05811
PAVLII,Ag,6,[Ag],n1c(c2nccnc2)oc(c2cnccn2)n1,6,6,[Ag],n1c(c2nccnc2)oc(c2cnccn2)n1,2,0.0158,104.349,26.0817,4.24189,5.47313,5.47313
FOGGEQ,Eu,9,[Eu]12O[C]O[Eu]3([O])(O[C]O[Eu]45(O[C]O[Eu]([O])(O[C]=O)(O[C]=O)(O[C]O5)[O])(O[C]O3)O[C]O[Eu]([O])(O[C]O4)(O[C]=O)(O[C]=O)[O])(O[C]O1)O2,[C]1=CC=C(C=C1)c1ccc(c2c1nccc2)C1=CC=[C]C=C1,12,2,[Eu](O[Eu]O[Eu](O[Eu][O])O[Eu])[O],[O]C(=O)c1ccc(cc1)c1ccc(c2c1nccc2)c1ccc(C(=O)[O])cc1,1,0.1246,402.914,521.025,5.76654,11.38913,11.38913
NEXVET,Zn,4,[Zn]12O[C]O[Zn]3O[C]O[Zn@]4(O[Zn@](O[C]O4)(O[C]O3)O[C]O2)O[C]O1,[C]1=CC=[C]C=C1,6,2,[Zn].O([Zn])[Zn].[Zn],O=C(c1ccc(cc1)C(=O)[O])[O],1,0.404,3761.87,6968.8,8.1675,15.06664,15.06664
WEYQAU10,Mn,8,[Mn]123(O[C]O1)(O[C]O[Mn]14(O[C]O1)(O[C]O2)O[C]O4)O[C]O3,[C]1=C[C]=C[C]=C1,6,3,[Mn],O=C([O])c1cc(C(=O)[O])cc(C(=O)[O])c1,2,0.0116,325.883,36.1588,3.49816,4.34023,4.34023
NAFGOR01,Co,4,[Co],N1=C[N]C=C1,4,2,[Co],N1=C[N]C=C1,0,0,0,0,1.81444,5.86196,5.86196
DEKQUF,Cd,7,[Cd]12(ON([O])O1)ON([O])O2,n1ccc([N][N]c2ccncc2)cc1,3,2,[Cd]12(ON([O])O1)ON([O])O2,n1ccc([N][N]c2ccncc2)cc1,1,0.2494,766.032,1051.12,7.34057,8.39438,8.39438
XIFHOL,Mo,9,[O][Mo]123(O[Mo]4([O])(O[Mo@]([O])(O[Mo]5(O[Mo](O[Mo@@](O[Mo](O4)([O])(O5)[O])([O])O2)([O])([O])O[Mo]([O])(O3)[O])([O])[O])O1)[O])[O],n1ccc(cc1)CCCc1ccncc1,2,2,[O][Mo]123(O[Mo]4([O])(O[Mo@]([O])(O[Mo]5(O[Mo](O[Mo@@](O[Mo](O4)([O])(O5)[O])([O])O2)([O])([O])O[Mo]([O])(O3)[O])([O])[O])O1)[O])[O],n1ccc(cc1)CCCc1ccncc1,1,0.4686,696.057,2448.58,12.18665,13.7398,13.73918
AGONIT,Li,6,N(/C=N/c1ccc(C)cc1)([Li])c1ccc(C)cc1.[Li]N(/C=N/c1ccc(C)cc1)c1ccc(C)cc1,N(C)(CCN(C)C)C,6,2,N(/C=N/c1ccc(C)cc1)([Li])c1ccc(C)cc1.[Li]N(/C=N/c1ccc(C)cc1)c1ccc(C)cc1,N(C)(CCN(C)C)C,0,0,0,0,1.59058,3.04765,3.04765
PIPSAL,Gd,12,[Gd](ON(=O)=O)([O])([O])([O])(ON(=O)=O)ON(=O)=O,n1cc(CN2C(=O)c3ccc4C(=O)N(C(=O)c5ccc(C2=O)c3c45)Cc2cnccc2)ccc1,9,2,[Gd]123(ON(O1)[O])(ON([O])O2)ON(O3)[O],[O-][n+]1cc(CN2C(=O)c3ccc4C(=O)N(C(=O)c5ccc(C2=O)c3c45)Cc2c[n+](ccc2)[O-])ccc1,0,0,0,0,1.39671,3.425,3.425
VUJSEZ,Zn,6,[Zn](O[C]=O)(O[C]=O)[O].O.[H].[H],[CH]=[CH],2,2,[Zn].O.O,[O]C(=O)/C=C/C(=O)[O],1,0.0992,67.0012,30.5562,4.72925,5.1398,5.01736
OCAMAG,Mn,6,[Mn]([O])(O[C])(O[C])[O].O.O,[C]1=CC(=CC(=C1)N(=O)=O)N(=O)=O,2,1,[Mn].O.O,O=C(c1cc(N(=O)=O)cc(c1)N(=O)=O)[O],1,0.5068,299.327,939.007,14.6976,14.87493,14.87493
HAZGOF04,Sc,6,[Sc]12(O[C]O[Sc](O[C]O1)O[C]O2)(O[C]=O)(O[C]=O)O[C]=O,[C]1=CC=[C]C=C1,6,2,[Sc],O=C(c1ccc(cc1)C(=O)[O])[O],0,0,0,0,2.72432,3.63672,3.63672
WEHVIP,Cu,6,[Cu]([Cu]Cl)Cl,n1ccc(/C=C/c2ccncc2)cc1,2,2,[Cu]([Cu]Cl)Cl,n1ccc(/C=C/c2ccncc2)cc1,1,0.171,128.962,106.582,6.28397,6.53213,6.53213
YUKFEQ,Cd,6,[Cd](Br)Br,n1cn(C)cc1,2,1,[Cd](Br)Br,n1cn(C)cc1,1,0.1396,109.966,85.9817,6.15723,6.77033,6.77033
JUBJIC,Ag,4,[Ag]ON(=O)=O.[Ag]ON(=O)=O,n1c2ccccc2n(CCCCn2c3c(nn2)cccc3)n1,4,2,[Ag]ON(=O)=O.[Ag]ON(=O)=O,n1c2ccccc2n(CCCCn2c3c(nn2)cccc3)n1,0,0,0,0,0.94435,2.73765,1.8682
KUDJOK,Zn,4,[Zn],N1=C[N]C=C1,4,2,[Zn],N1=C[N]C=C1,0,0,0,0,2.22137,5.21137,5.21137
RERQOV,U,9,[U]1([O])(O[C]O[U](O[C]O1)([O])([O])[O])(O[C]=O)(O[C])[O],[CH2]CCCCCC[CH2],4,2,[U](=O)([O])[U](=O)[O],O=C(CCCCCCCCC(=O)[O])[O],1,0.424,326.113,843.131,9.45411,10.48176,10.48176
MUBHAS,Zn,4,[Zn](O[Zn](O[C]=O)[O])O[C]=O,[CH2]Sc1ccncc1,4,2,[Zn]([O])O[Zn],[O]C(=O)CSc1ccncc1,0,0,0,0,1.11911,1.65157,1.65157
NESYUF,Mn,6,[Mn](Cl)Cl,n1ccc(cc1)C#N,2,1,[Mn](Cl)Cl,n1ccc(cc1)C#N,1,0.332,67.8235,234.328,12.22826,12.42861,12.42861
FIZTIS,Cd,7,[Cd]O[C]=O.Br[Cd]1(O[C]O1)(Br)Br.[Br],[CH]1CNCCC1,2,1,[Cd](Br)Br.[Cd](Br)Br,O=C([C@H]1CNCCC1)[O],1,0.2346,162.65,236.706,7.29802,8.55725,8.55725
HERNUO,Cu,6,[Cu].[Cl].[Cl],Brc1cc(Cn2cncc2)cc(Cn2cncc2)c1,4,2,[Cu].[Cl].[Cl],Brc1cc(Cn2cncc2)cc(Cn2cncc2)c1,0,0,0,0,1.4163,3.70618,3.70618
TATSAL,U,9,[U]1(O[CH]N(C)C)([O])(O[C]=O)(O[C]O[U](O[C]O1)(O[C]=O)([O])([O])O[CH]N(C)C)[O],[CH]1[CH]CCCC1,8,2,[U](=O)(O[CH]N(C)C)[O],O=C([O])[C@H]1[C@@H](CCCC1)C(=O)[O],0,0,0,0,1.28817,2.53245,2.53245
NIPWIT,Zn,6,[Zn].O.[Zn](O[C]O[Zn])O[C]=O.O.[Zn](O[C]=O)O[C].[O].O.O,[C]1=C[C]=CC=N1,6,3,[Zn].O.[Zn].O.[Zn].O.[Zn].O,[O]C(=O)c1cc(C(=O)[O])ccn1,0,0,0,0,0.84964,1.43219,1.22288
TIJGOJ,Cu,6,[Cu]12O[P]O[Cu]OP(O[Cu@]3([O])OP(O[Cu]OP(O1)O3)[O])O2,[C]1=CC=c2ccccc2=N1,12,3,[Cu].[Cu],O=P(c1ccc2ccccc2n1)([O])[O],0,0,0,0,1.09519,1.7616,1.7616
OTARUX,Ag,4,[Ag],N#CNc1c(Cl)cc(c(Cl)c1)NC#N,4,2,[Ag],N#CNc1c(Cl)cc(c(Cl)c1)NC#N,0,0,0,0,2.69856,2.73688,2.73688
TONTIB,Fe,6,[Fe],N#C[C](c1ccc([C](C#N)C#N)cc1)C#N,6,4,[Fe],N#C[C](c1ccc([C](C#N)C#N)cc1)C#N,1,0.0952,1557.27,874.543,3.55442,8.16633,8.1637
QEPTAH,Cd,7,[Cd](O[C][O])I,N1=CC=[C]C=C1,2,2,[Cd]I,n1ccc(C(=O)[O])cc1,1,0.2098,161.583,173.053,5.81598,7.0811,6.25304
OVELEH,Cu,4,[Cu](Cl)Cl,N1=C[N]N([CH]1)CCCCn1ncnc1,2,2,[Cu](Cl)Cl,N1=C[N]N([CH]1)CCCCn1ncnc1,1,0.0748,113.251,46.8985,4.23788,5.56565,5.56565
XOWKAY,Cu,5,[Cu]([Cu]I)I,n1cc(ccc1)COc1c2Sc3c(OCc4cccnc4)c(Sc4c(c(cc(C(C)(C)C)c4)Sc4c(OCc5cnccc5)c(Sc1cc(C(C)(C)C)c2)cc(C(C)(C)C)c4)OCc1cnccc1)cc(c3)C(C)(C)C,4,2,[Cu]([Cu]I)I,n1cc(ccc1)COc1c2Sc3c(OCc4cccnc4)c(Sc4c(c(cc(C(C)(C)C)c4)Sc4c(OCc5cnccc5)c(Sc1cc(C(C)(C)C)c2)cc(C(C)(C)C)c4)OCc1cnccc1)cc(c3)C(C)(C)C,0,0,0,0,1.37804,6.12496,6.11536
CIVXUB01,Cu,7,[Cu@@]12([Cu@@]3([Cu@@]1(I)[Cu@]23I)I)I,S(CC(=O)N1CCSCC1)C1CCCCC1,4,2,[Cu@@]12([Cu@@]3([Cu@@]1(I)[Cu@]23I)I)I,S(CC(=O)N1CCSCC1)C1CCCCC1,0,0,0,0,2.50782,5.07274,4.88989
FORWUF,Fe,9,[Fe]([O])O[C]O[Fe]12(O[C]O[Fe](O[C]O[Fe](O[C])(O1)(O[C])O2)[O])([O])O[C],[CH]1CC[CH]CC1,6,2,[Fe].[Fe]1O[Fe]O1.[Fe],[O]C(=O)[C@H]1CC[C@@H](CC1)C(=O)[O],0,0,0,0,1.43779,2.4551,2.4551
HAXRAC,Ag,4,[Ag],n1c([C@@H](N2[C@@H](c3ncccc3)CCC[C@@H]2c2ccccn2)C)cccc1,4,4,[Ag],n1c([C@@H](N2[C@@H](c3ncccc3)CCC[C@@H]2c2ccccn2)C)cccc1,1,0.4442,373.433,1190.2,13.15184,13.91987,13.91987
HEGTIY,Cu,6,[Cu].O=N(=O)[O].O=N(=O)[O],n1ccc(/C(=N/N=C(/c2ccncc2)\C)/C)cc1,4,2,[Cu].O=N(=O)[O].O=N(=O)[O],n1ccc(/C(=N/N=C(/c2ccncc2)\C)/C)cc1,2,0.0046,57.1941,8.32973,3.94855,4.56088,4.56088
PEMPIG10,Cu,6,[Cu](O)(O)ON(=O)=O.[Cu]ON(=O)=O,n1c(nccc1)c1ncccn1,4,4,[Cu](O)(O)ON(=O)=O.[Cu]ON(=O)=O,n1c(nccc1)c1ncccn1,1,0.1484,558.735,448.161,5.69947,8.08883,8.07587
VUTXEP01,Cu,4,[Cu](C#N)[Cu]C#N,N1=C[N]N([CH]1)c1ccc(cc1)c1ccc(cc1)N1[CH]N=C[N]1,6,2,[Cu](C#N)[Cu]C#N,N1=C[N]N([CH]1)c1ccc(cc1)c1ccc(cc1)N1[CH]N=C[N]1,0,0,0,0,1.11504,1.4936,1.42881
JECHIL,Ca,12,[Ca](O[C]=O)O[C]=O.[C](=O)O[Ca]O[C]=O.O=[C]O[Ca]O[C]=O.[C](=O)O[Ca]O[C]=O.O.[O].O.O.O,[C]1=CC2=C(C=C1)c1ccccc1[C@@]12C2=C(C=C[C]=C2)c2ccccc12,8,2,[Ca]O[Ca].[Ca].[Ca].O.O.O.O,C(=O)([O])c1cc2C3(c4c(-c5ccc(C(=O)[O])cc35)cccc4)c3c(-c2cc1)cccc3,1,0.4202,560.727,2675.35,16.94838,18.59301,18.59301
XAGCAM,Cd,5,[Cd]Cl.[Cd]Cl.[Cd]Cl.[Cd]Cl.[Cd]Cl.[Cd]Cl,n1ccccc1C1=NN=C([N]1)C1=NN=C([N]1)c1ncccc1,18,6,[Cd]Cl.[Cd]Cl.[Cd]Cl.[Cd]Cl.[Cd]Cl.[Cd]Cl,n1ccccc1C1=NN=C([N]1)C1=NN=C([N]1)c1ncccc1,0,0,0,0,1.94827,5.9923,4.84326
MOHFIA,Mo,6,[Mo]([O])([O])([O])[O],[C]1=CC=CC=C1[C][N][N][C]C1=CC=CC=[C]1,3,6,[Mo]([O])[O],[O]c1ccccc1C(=O)[N][N]C(=O)c1ccccc1[O],0,0,0,0,0.82442,1.30475,1.19491
TUDKAF,Zn,4,[Zn],C1(=NC=C[N]1)C,4,2,[Zn],C1(=NC=C[N]1)C,0,0,0,0,3.59916,11.9801,11.9801
CAQXEX01,Cu,6,[Cu]Br.[Cu](Br)Br.[Cu].[Cu]Br,n1ccccn1,8,2,[Cu]Br.[Cu](Br)Br.[Cu].[Cu]Br,n1ccccn1,1,0.4068,570.82,968.897,8.83548,10.61468,10.60014
KUVMIZ,Cu,5,[Cu].O,n1ccc(C#Cc2ccc(cc2)[Si](c2ccc(C#Cc3ccncc3)cc2)(c2ccc(C#Cc3ccncc3)cc2)c2ccc(C#Cc3ccncc3)cc2)cc1,4,4,[Cu].O,n1ccc(C#Cc2ccc(cc2)[Si](c2ccc(C#Cc3ccncc3)cc2)(c2ccc(C#Cc3ccncc3)cc2)c2ccc(C#Cc3ccncc3)cc2)cc1,1,0.6868,3855.89,20306.6,15.74785,18.44949,18.43623
HOGSEC,Th,13,[Th@]1(O[C]O[Th@@]2(O[C]O[Th@](F)(O[C][O])O[C]O[Th](O[C]O[Th](O[C]O[Th](F)(O[C]O1)(O[C][O])F)(F)(O[C][O])F)(O[C][O])(F)O[C]O2)F)(F)O[C][O].[F].[F].[F].[F].[F].[F],[CH2][C@@]12C[C@@]3(C[C@@H](C[C@H](C1)C3)C2)[CH2],12,2,[Th](F)F.[Th](F)F.[Th](F)F.[Th](F)F.[Th](F)(F)F.[Th](F)(F)F,[O]C(=O)C[C@]12C[C@H]3C[C@](CC(=O)[O])(C[C@@H](C1)C3)C2,0,0,0,0,1.10679,4.3226,4.3226
RUDQAJ,Ag,8,[Ag]1234[C@]56[C]7C(=[CH])N([Ag]89%10%11[Ag]%12%137([C@@]7([C][C]=[CH])[Ag@]%12(O[C]O%13)[Ag]%127([O])[Ag]78(O[C]O%12)[Ag@@]9(O[C]O%10)[C@]%117[C]C(=[CH])N4[CH])[Ag]15(O[C])(O[C]O2)[Ag]1236O[C]O[Ag]31([C@]1([C][C]=[CH])[Ag]O[C]O[Ag]31)O[C]O2)[CH],[C](F)(F)F,12,1,[Ag]1234[C@]56[C][Ag]78([C]9[Ag]7[Ag@]79[Ag]9%108[Ag@]87[Ag]9[C@]%108[C][C]7C=CC(=CN47)[C])[Ag@]15[Ag@]26[Ag@@]13[C@]([C]C2=CN=[C]C=C2)([Ag])[Ag]1,O=C(C(F)(F)F)[O],0,0,0,0,1.1715,1.82461,1.77006
JEGWUQ,Cu,5,[Cu](Cl)Cl.[Cu]Cl,[N]1c2c(cc3Oc4c(cc5c(c4)[N]N[N]5)Oc3c2)[N]N1,6,6,[Cu](Cl)Cl.[Cu]Cl,[N]1c2c(cc3Oc4c(cc5c(c4)[N]N[N]5)Oc3c2)[N]N1,1,0.3768,2893.74,7171.97,14.45443,16.41396,16.41396
BAKNEG,Cd,6,I[Cd]I,n1ccc(cc1)/C/1=c\2/[nH]/c(=C(\C3=[NH]/C(=C(/c4ccncc4)\c4ccc(/C(=C\5/C=CC1=[NH]5)/c1ccncc1)[nH]4)/C=C3)/c1ccncc1)/cc2,4,4,I[Cd]I,n1ccc(cc1)/C/1=c\2/[nH]/c(=C(\C3=[NH]/C(=C(/c4ccncc4)\c4ccc(/C(=C\5/C=CC1=[NH]5)/c1ccncc1)[nH]4)/C=C3)/c1ccncc1)/cc2,1,0.4284,1075.06,2501.84,8.47968,10.44664,10.43115
POKHON,Cu,5,[Cu](I)[Cu]I,n1ccc(CCCc2ccncc2)cc1,4,2,[Cu](I)[Cu]I,n1ccc(CCCc2ccncc2)cc1,0,0,0,0,2.98399,5.20713,5.20713
EHIBUT,U,8,[U]1(O[C]O[U](O[C]O[U](O[C])([O])([O])([O])[O])([O])(O[C]O1)([O])O[C])(O[C]O[U]([O])(O[C])([O])[O])(O[C]=O)([O])[O],[C]1=NC=[C]C=C1,12,3,[U]([O])[O],C(=O)(c1ncc(C(=O)[O])cc1)[O],0,0,0,0,0.894,2.08965,2.08965
IYOFAD,Pr,14,[Pr]123(O[C]O[Pr]45(O[C]O[Pr](O[C]O5)(O[C][O])(O[C]=O)O[C]O4)(O[C][O])O[C]O3)O[C]O[Pr](O[C]O1)O[C]O2.O=[C][O].O.O.O.O.O.O,[CH2]c1sccc1,12,1,[Pr][Pr][Pr][Pr].O.O.O.O.O.O,O=C([O])Cc1sccc1,1,0.6214,1146.47,5922.17,18.00105,18.6875,18.6875
PEMKUO,Co,8,[Co](O[C]=O)O[C]=O,[C]1=CN=CC=C1,4,2,[Co],[O]C(=O)c1cnccc1,1,0.4982,221.537,644.052,12.06742,13.47332,13.47332
HICGOQ,Fe,6,[Fe](O[C]O[Fe])(O[C][O])O[C][O],N1=[C]N=CC=C1,9,3,[Fe],O=C([O])c1ncccn1,0,0,0,0,2.31142,4.21829,4.21829
TIKXAN,In,12,[In](O[C]=O)(O[C]=O)O[C]=O.[C](=O)[O],[C]1=C[C]=C[C]=C1,4,3,[In],C(=O)([O])c1cc(C(=O)[O])cc(C(=O)[O])c1,1,0.1686,2016.03,1425.72,5.48176,6.53921,6.53921
VEDWIL,Ag,5,[Ag]ON(=O)=O,S(c1ccccc1)CCCCCCCCCCSc1ccccc1,2,2,[Ag]ON(=O)=O,S(c1ccccc1)CCCCCCCCCCSc1ccccc1,1,0.1678,408.801,381.022,7.75683,8.69225,8.56842
ZUBRAR,Zn,4,[Zn](O[C][O])(O[C]=O)(O[C][O])O[C]=O,[C]1=CC=C(C=C1)N1[CH]N(CN2C=CN(C3=CC=[C]C=C3)[CH]2)C=C1,4,2,[Zn],[O]C(=O)c1ccc(cc1)N1[CH]N(CN2C=CN(c3ccc(cc3)C(=O)[O])[CH]2)C=C1,1,0.631,2042.47,8010.32,13.52235,16.70194,16.70194
ZAYDUB,Mn,6,[Mn]ON1[C](C)C=CC=C1.[Mn]ON1[CH]C=CC=C1C,[N][N][N],8,2,[Mn]ON1[C](C)C=CC=C1,[N][N][N],0,0,0,0,1.01184,1.84884,1.67796
HIYQUD,Na,6,[Na].[Na],S=c1n(ccn1C)[BH](n1ccn(c1=S)C)n1ccn(c1=S)C,6,3,[Na].[Na],S=c1n(ccn1C)[BH](n1ccn(c1=S)C)n1ccn(c1=S)C,0,0,0,0,1.10049,2.85041,2.85041
CIQBOV,Cu,3,[Cu].Cl[Cu](Cl)[Cu](Cl)Cl.[Cu],c1n(ccn1)c1cc2c(-c3c(cc(n4cncc4)cc3)C2(CCC)CCC)cc1,4,2,[Cu].Cl[Cu](Cl)[Cu](Cl)Cl.[Cu],c1n(ccn1)c1cc2c(-c3c(cc(n4cncc4)cc3)C2(CCC)CCC)cc1,0,0,0,0,1.24244,2.63944,2.48694
OHIZIO,Mn,6,[Mn](O[C]O[Mn@@](O[C]=O)([O])O[C])O[C]=O,N1=C[C]=NC=[C]1,8,4,[Mn],n1c(cnc(c1)C(=O)[O])C(=O)[O],0,0,0,0,0.69265,1.3481,1.33872
BOFFEI,Pb,5,[Pb](O[C]=O)Cl,[CH2][NH]1C=C[C](C=C1)C1=NN=N[N]1,3,3,[Pb]Cl,[O]C(=O)C[NH]1C=C[C](C=C1)C1=NN=N[N]1,0,0,0,0,0.82524,1.50036,1.38631
RITDOQ,Co,4,[Co](O[C])([O])(O[C]O[Co]([O])(O[C])O[C])[O],[C]1=C(C(=[C]C(=C1F)F)F)F,4,2,[Co],[O]C(=O)c1c(c(c(C(=O)[O])c(c1F)F)F)F,0,0,0,0,1.06958,2.2276,2.21255
XAZDOR,Ag,5,[Ag]O[N].O,[N@]12C[N@@]3C[N@](C1)C[N@](C2)C3,3,3,[Ag]O[N].O,[N@]12C[N@@]3C[N@](C1)C[N@](C2)C3,1,0.1362,180.459,121.333,5.48492,6.12418,6.12418
QUMJUF,Zn,6,[Zn],n1cccc2c3c([nH]c(n3)c3ccc(C4=NN=N[N]4)cc3)c3cccnc3c12,6,3,[Zn],n1cccc2c3c([nH]c(n3)c3ccc(C4=NN=N[N]4)cc3)c3cccnc3c12,1,0.13,864.065,473.886,5.01288,7.2037,6.99783
BIBXOB,Ni,9,[Ni]12[Ni]3[Ni@]4(O)[Ni]5(O)([Ni@]3([Ni]1[Ni@@]5([Ni]24)O)O)(O)O,N1=NC=C([CH]1)C#Cc1ccc(C#CC2=CN=N[CH]2)cc1,24,4,[Ni]12[Ni]3[Ni@]4(O)[Ni]5(O)([Ni@]3([Ni]1[Ni@@]5([Ni]24)O)O)(O)O,N1=NC=C([CH]1)C#Cc1ccc(C#CC2=CN=N[CH]2)cc1,1,0.4856,6864.23,16610.9,8.03652,19.71556,19.71556
HAFWUI01,Co,10,[Co]1(O[C]=O)(O[C]=O)(O[C]O[Na])O[C]O1.O([C]=O)[Co]1(O[C]=O)(O[C]O1)O[C]=O,[C]1=C(C=C[C]=C1)C1=CC=[C]C=[C]1,8,4,[Co].[Na].[Co],[O]C(=O)c1cc(ccc1c1c(C(=O)[O])cc(C(=O)[O])cc1)C(=O)[O],1,0.0472,679.756,231.949,4.15711,5.98854,5.96412
FIZYAR,Cd,8,[Cd]12(O[C]O1)O[C]O2,[C]1=CC=C(C=C1)c1ccc(cc1)c1ccncc1,4,2,[Cd],[O]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccncc1,1,0.6172,1452.79,5312.7,10.41857,12.63311,12.63311
QUMTIB,Co,6,[Co]1O[V@@]2(O[V@@](O[V](O[Co]O[V]([O])O[V](O[V](O1)[O])[O])([O])[O])(O[V](O[V@]([O])(O[V@](O[Co][O])(O[V@@](O[Co])(O[V]([O])(O[V]([O])[O])[O])[O])[O])O2)([O])[O])[O])[O],n1c(ccc2c1c1ncccc1cc2)c1nc2c3ncccc3ccc2cc1,16,4,[Co]1O[V@@]2(O[V@@](O[V](O[Co]O[V]([O])O[V](O[V](O1)[O])[O])([O])[O])(O[V](O[V@]([O])(O[V@](O[Co][O])(O[V@@](O[Co])(O[V]([O])(O[V]([O])[O])[O])[O])[O])O2)([O])[O])[O])[O],n1c(ccc2c1c1ncccc1cc2)c1nc2c3ncccc3ccc2cc1,1,0.2032,843.307,977.728,7.90654,9.39942,9.39942
CEVVIJ,Mn,8,Br[Mn].[Mn][O].Br[Mn].O.[H].[Mn](O[C]=O)O[C]=O.O.[H].[C](=O)[O].[C]=O,N1=CC=N[C]=C1,12,3,Br[Mn].[Mn].Br[Mn].O.[H].[Mn].O.[H],n1ccnc(C(=O)[O])c1,0,0,0,0,0.79568,1.4385,1.39901
